Frequency (Hz)	Level (dB)
2718.566895	-42.013298
2719.912720	-41.454639
2721.258545	-41.314888
2722.604370	-41.561275
2723.950195	-42.418724
2725.296021	-41.197636
2726.641846	-42.052933
2727.987671	-43.013901
2729.333496	-43.250568
2730.679321	-42.345840
2732.025146	-43.298489
2733.370972	-44.323311
2734.716797	-44.654736
2736.062622	-44.122635
2737.408447	-44.032547
2738.754272	-44.400864
2740.100098	-44.359539
2741.445923	-44.716019
2742.791748	-44.874279
2744.137573	-44.992401
2745.483398	-44.815697
2746.829224	-46.605534
2748.175049	-46.581814
2749.520874	-44.977871
2750.866699	-45.485146
2752.212524	-46.556198
2753.558350	-46.012199
2754.904175	-47.545704
2756.250000	-48.155243
2757.595825	-47.750626
2758.941650	-47.427422
2760.287476	-47.041584
2761.633301	-47.051113
2762.979126	-48.438614
2764.324951	-48.262646
2765.670776	-48.588650
2767.016602	-48.715927
2768.362427	-49.129875
2769.708252	-49.838837
2771.054077	-48.410912
2772.399902	-49.159901
2773.745728	-48.856800
2775.091553	-49.920540
2776.437378	-49.609337
2777.783203	-50.394989
2779.129028	-50.171326
2780.474854	-50.631294
2781.820679	-50.601578
2783.166504	-50.365097
2784.512329	-50.166965
2785.858154	-49.793842
2787.203979	-50.419369
2788.549805	-50.511093
2789.895630	-50.296146
2791.241455	-49.974094
2792.587280	-51.557549
2793.933105	-51.442467
2795.278931	-51.431313
2796.624756	-51.771328
2797.970581	-51.977139
2799.316406	-51.257984
2800.662231	-51.732986
2802.008057	-51.789284
2803.353882	-51.791691
2804.699707	-52.249756
2806.045532	-52.256138
2807.391357	-52.240578
2808.737183	-52.385250
2810.083008	-53.315720
2811.428833	-53.343121
2812.774658	-51.187099
2814.120483	-53.019936
2815.466309	-52.536980
2816.812134	-52.805038
2818.157959	-53.363541
2819.503784	-52.513256
2820.849609	-53.032898
2822.195435	-54.032612
2823.541260	-53.562248
2824.887085	-55.365269
2826.232910	-53.393837
2827.578735	-53.713551
2828.924561	-52.295197
2830.270386	-53.836979
2831.616211	-55.025105
2832.962036	-54.647404
2834.307861	-52.832001
2835.653687	-53.691280
2836.999512	-54.232487
2838.345337	-54.949127
2839.691162	-53.825249
2841.036987	-53.637245
2842.382812	-53.805504
2843.728638	-54.968040
2845.074463	-54.860970
2846.420288	-55.080921
2847.766113	-55.214840
2849.111938	-54.159554
2850.457764	-54.131947
2851.803589	-54.544220
2853.149414	-53.738995
2854.495239	-55.090603
2855.841064	-55.916828
2857.186890	-54.323887
2858.532715	-55.482155
2859.878540	-55.070644
2861.224365	-54.668049
2862.570190	-56.571884
2863.916016	-55.083431
2865.261841	-55.749737
2866.607666	-55.694202
2867.953491	-57.068462
2869.299316	-54.714340
2870.645142	-55.146656
2871.990967	-55.472340
2873.336792	-55.534214
2874.682617	-56.406960
2876.028442	-56.494228
2877.374268	-55.044266
2878.720093	-54.766285
2880.065918	-55.842720
2881.411743	-55.414921
2882.757568	-55.659626
2884.103394	-55.612774
2885.449219	-56.374992
2886.795044	-56.929981
2888.140869	-55.850471
2889.486694	-56.191910
2890.832520	-56.353199
2892.178345	-55.584385
2893.524170	-56.248554
2894.869995	-56.971577
2896.215820	-55.774517
2897.561646	-55.897499
2898.907471	-56.009308
2900.253296	-55.850067
2901.599121	-56.102470
2902.944946	-56.855530
2904.290771	-56.371151
2905.636597	-56.863758
2906.982422	-56.497269
2908.328247	-56.879822
2909.674072	-56.601318
2911.019897	-56.329269
2912.365723	-56.683647
2913.711548	-56.151405
2915.057373	-56.334015
2916.403198	-56.325306
2917.749023	-57.738148
2919.094849	-56.722668
2920.440674	-56.057575
2921.786499	-57.056866
2923.132324	-56.361820
2924.478149	-56.728752
2925.823975	-56.547550
2927.169800	-55.747318
2928.515625	-56.614880
2929.861450	-56.401104
2931.207275	-57.822979
2932.553101	-57.420834
2933.898926	-55.934330
2935.244751	-57.530510
2936.590576	-58.166950
2937.936401	-57.213604
2939.282227	-56.662220
2940.628052	-58.701096
2941.973877	-57.613480
2943.319702	-55.863285
2944.665527	-57.304775
2946.011353	-56.572075
2947.357178	-56.783478
2948.703003	-58.127563
2950.048828	-57.773079
2951.394653	-58.272301
2952.740479	-57.649685
2954.086304	-57.772621
2955.432129	-57.931179
2956.777954	-57.911118
2958.123779	-56.495102
2959.469604	-57.533718
2960.815430	-56.942783
2962.161255	-57.619350
2963.507080	-56.529987
2964.852905	-57.686554
2966.198730	-58.546360
2967.544556	-56.957581
2968.890381	-58.468418
2970.236206	-56.927315
2971.582031	-57.351284
2972.927856	-56.602524
2974.273682	-56.567287
2975.619507	-57.799885
2976.965332	-58.282795
2978.311157	-58.423058
2979.656982	-56.734524
2981.002808	-57.250984
2982.348633	-56.728237
2983.694458	-56.976799
2985.040283	-58.305260
2986.386108	-57.112343
2987.731934	-56.460850
2989.077759	-56.708523
2990.423584	-56.446049
2991.769409	-57.162281
2993.115234	-55.990170
2994.461060	-57.261993
2995.806885	-56.161629
2997.152710	-56.719677
2998.498535	-58.516628
2999.844360	-58.396374
3001.190186	-56.381714
3002.536011	-56.911827
3003.881836	-57.325878
3005.227661	-58.463154
3006.573486	-57.339149
3007.919312	-57.452988
3009.265137	-56.558647
3010.610962	-56.740879
3011.956787	-56.887562
3013.302612	-57.512901
3014.648438	-57.917553
3015.994263	-56.386017
3017.340088	-56.484745
3018.685913	-58.119778
3020.031738	-57.871513
3021.377563	-57.846878
3022.723389	-56.907967
3024.069214	-57.386513
3025.415039	-58.010597
3026.760864	-56.668507
3028.106689	-56.622669
3029.452515	-56.350494
3030.798340	-55.455067
3032.144165	-57.067017
3033.489990	-55.690094
3034.835815	-56.463684
3036.181641	-57.060570
3037.527466	-55.809910
3038.873291	-55.861164
3040.219116	-56.945621
3041.564941	-57.434990
3042.910767	-57.007671
3044.256592	-55.984982
3045.602417	-56.100521
3046.948242	-56.690586
3048.294067	-56.652485
3049.639893	-56.678619
3050.985718	-55.741047
3052.331543	-56.311653
3053.677368	-55.959496
3055.023193	-55.460964
3056.369019	-54.913921
3057.714844	-55.281456
3059.060669	-54.925747
3060.406494	-55.194027
3061.752319	-56.550919
3063.098145	-54.499653
3064.443970	-54.681038
3065.789795	-55.847111
3067.135620	-56.223255
3068.481445	-54.084873
3069.827271	-55.006058
3071.173096	-55.166447
3072.518921	-54.778961
3073.864746	-54.742775
3075.210571	-55.748409
3076.556396	-55.324776
3077.902222	-54.414249
3079.248047	-55.475979
3080.593872	-55.571022
3081.939697	-55.618816
3083.285522	-54.781738
3084.631348	-55.342125
3085.977173	-55.804497
3087.322998	-55.079227
3088.668823	-54.488506
3090.014648	-55.525459
3091.360474	-54.653111
3092.706299	-54.580738
3094.052124	-55.046185
3095.397949	-55.533257
3096.743774	-53.884560
3098.089600	-55.527817
3099.435425	-55.053013
3100.781250	-54.035217
3102.127075	-53.379761
3103.472900	-53.780605
3104.818726	-55.342991
3106.164551	-54.158604
3107.510376	-55.551414
3108.856201	-53.998222
3110.202026	-54.063179
3111.547852	-54.535538
3112.893677	-54.124424
3114.239502	-54.395142
3115.585327	-54.922993
3116.931152	-53.302486
3118.276978	-53.653107
3119.622803	-53.220821
3120.968628	-52.840874
3122.314453	-53.226646
3123.660278	-53.430599
3125.006104	-52.549480
3126.351929	-52.921631
3127.697754	-52.129578
3129.043579	-52.813274
3130.389404	-52.803101
3131.735229	-51.669815
3133.081055	-52.526920
3134.426880	-52.606609
3135.772705	-52.643566
3137.118530	-52.102348
3138.464355	-52.670486
3139.810181	-51.786579
3141.156006	-51.436310
3142.501831	-52.040344
3143.847656	-52.306690
3145.193481	-52.442913
3146.539307	-51.576893
3147.885132	-51.796295
3149.230957	-51.611343
3150.576782	-50.659702
3151.922607	-50.907051
3153.268433	-50.963181
3154.614258	-50.423363
3155.960083	-51.032627
3157.305908	-50.384022
3158.651733	-50.063152
3159.997559	-49.869175
3161.343384	-50.101879
3162.689209	-51.873138
3164.035034	-50.324184
3165.380859	-50.448116
3166.726685	-49.501293
3168.072510	-50.619213
3169.418335	-49.560650
3170.764160	-49.401722
3172.109985	-49.524323
3173.455811	-48.868862
3174.801636	-48.977406
3176.147461	-48.225723
3177.493286	-49.648891
3178.839111	-48.570415
3180.184937	-48.728733
3181.530762	-47.761715
3182.876587	-48.308586
3184.222412	-47.040054
3185.568237	-47.895569
3186.914062	-48.026615
3188.259888	-47.732674
3189.605713	-47.977600
3190.951538	-47.285583
3192.297363	-47.236755
3193.643188	-48.449749
3194.989014	-47.597305
3196.334839	-47.121357
3197.680664	-47.221306
3199.026489	-45.749107
3200.372314	-45.974976
3201.718140	-46.118042
3203.063965	-45.525261
3204.409790	-45.936363
3205.755615	-45.635265
3207.101440	-44.937702
3208.447266	-44.106277
3209.793091	-45.173355
3211.138916	-44.038570
3212.484741	-43.479675
3213.830566	-43.318066
3215.176392	-44.325729
3216.522217	-43.928555
3217.868042	-43.829834
3219.213867	-43.087597
3220.559692	-43.800510
3221.905518	-42.996918
3223.251343	-42.145817
3224.597168	-42.145393
3225.942993	-42.119999
3227.288818	-42.448872
3228.634644	-42.462646
3229.980469	-42.236656
3231.326294	-41.469135
3232.672119	-41.145729
3234.017944	-39.858128
3235.363770	-40.926338
3236.709595	-41.992496
3238.055420	-41.271667
3239.401245	-41.291710
3240.747070	-41.033745
3242.092896	-39.938866
3243.438721	-41.619247
3244.784546	-40.540337
3246.130371	-41.210049
3247.476196	-40.326588
3248.822021	-39.742760
3250.167847	-41.081139
3251.513672	-40.980907
3252.859497	-41.402721
3254.205322	-41.051376
3255.551147	-41.862068
3256.896973	-41.582058
3258.242798	-40.900314
3259.588623	-41.135967
3260.934448	-41.620678
3262.280273	-41.573750
3263.626099	-41.756863
3264.971924	-42.296982
3266.317749	-42.517181
3267.663574	-41.713760
3269.009399	-43.776695
3270.355225	-42.800739
3271.701050	-43.376549
3273.046875	-43.850147
3274.392700	-43.721584
3275.738525	-44.939537
3277.084351	-44.459213
3278.430176	-44.031036
3279.776001	-45.882282
3281.121826	-44.660347
3282.467651	-46.401173
3283.813477	-44.745686
3285.159302	-45.487488
3286.505127	-45.913338
3287.850952	-45.593296
3289.196777	-45.834362
3290.542603	-46.371437
3291.888428	-47.607407
3293.234253	-46.579002
3294.580078	-46.933575
3295.925903	-46.389919
3297.271729	-46.544876
3298.617554	-46.461510
3299.963379	-47.404388
3301.309204	-47.953674
3302.655029	-47.835297
3304.000854	-46.922749
3305.346680	-47.781097
3306.692505	-48.265713
3308.038330	-48.394222
3309.384155	-48.226276
3310.729980	-48.588467
3312.075806	-48.480087
3313.421631	-47.438995
3314.767456	-48.889954
3316.113281	-49.530811
3317.459106	-49.121162
3318.804932	-49.446957
3320.150757	-49.779755
3321.496582	-49.781895
3322.842407	-49.157425
3324.188232	-48.994164
3325.534058	-50.014000
3326.879883	-48.713428
3328.225708	-50.046459
3329.571533	-49.081352
3330.917358	-49.615437
3332.263184	-49.721779
3333.609009	-49.924980
3334.954834	-50.288174
3336.300659	-49.567219
3337.646484	-50.909237
3338.992310	-51.231380
3340.338135	-51.166599
3341.683960	-51.421757
3343.029785	-50.925316
3344.375610	-52.147717
3345.721436	-50.711258
3347.067261	-51.344139
3348.413086	-51.215160
3349.758911	-51.147629
3351.104736	-50.853455
3352.450562	-51.506233
3353.796387	-51.745899
3355.142212	-52.152050
3356.488037	-52.618938
3357.833862	-52.677425
3359.179688	-52.528000
3360.525513	-52.002831
3361.871338	-52.489388
3363.217163	-54.082981
3364.562988	-52.626854
3365.908813	-52.427677
3367.254639	-53.517712
3368.600464	-52.915310
3369.946289	-52.874386
3371.292114	-53.481274
3372.637939	-53.204025
3373.983765	-53.216209
3375.329590	-53.098495
3376.675415	-52.026031
3378.021240	-52.188358
3379.367065	-52.190498
3380.712891	-52.707447
3382.058716	-53.455715
3383.404541	-52.404251
3384.750366	-53.956387
3386.096191	-53.341114
3387.442017	-52.695858
3388.787842	-53.599243
3390.133667	-53.468155
3391.479492	-53.544552
3392.825317	-53.089848
3394.171143	-52.981144
3395.516968	-52.922871
3396.862793	-52.432953
3398.208618	-53.938026
3399.554443	-54.064590
3400.900269	-54.027203
3402.246094	-54.204540
3403.591919	-54.459213
3404.937744	-54.366997
3406.283569	-54.167778
3407.629395	-54.597485
3408.975220	-52.756565
3410.321045	-54.777225
3411.666870	-54.017841
3413.012695	-53.921124
3414.358521	-55.335285
3415.704346	-54.588779
3417.050171	-54.699940
3418.395996	-54.228153
3419.741821	-54.504261
3421.087646	-54.016705
3422.433472	-54.401855
3423.779297	-54.610733
3425.125122	-55.016621
3426.470947	-54.257446
3427.816772	-54.690838
3429.162598	-54.847099
3430.508423	-54.339802
3431.854248	-53.988895
3433.200073	-53.529037
3434.545898	-55.230751
3435.891724	-54.263412
3437.237549	-53.708237
3438.583374	-54.086834
3439.929199	-55.068829
3441.275024	-54.237053
3442.620850	-54.989674
3443.966675	-54.453751
3445.312500	-55.260025
3446.658325	-54.182762
3448.004150	-54.357094
3449.349976	-54.137600
3450.695801	-55.069420
3452.041626	-55.097446
3453.387451	-55.262852
3454.733276	-55.150627
3456.079102	-54.406471
3457.424927	-55.880569
3458.770752	-55.232674
3460.116577	-55.532314
3461.462402	-54.817860
3462.808228	-54.833580
3464.154053	-55.216579
3465.499878	-55.536556
3466.845703	-55.247730
3468.191528	-54.433350
3469.537354	-54.512569
3470.883179	-55.251205
3472.229004	-55.644798
3473.574829	-55.411964
3474.920654	-55.783676
3476.266479	-55.610065
3477.612305	-55.250984
3478.958130	-55.017490
3480.303955	-55.182400
3481.649780	-55.340748
3482.995605	-55.335892
3484.341431	-54.395214
3485.687256	-54.361233
3487.033081	-54.965633
3488.378906	-55.776398
3489.724731	-54.643402
3491.070557	-54.889275
3492.416382	-55.797920
3493.762207	-55.672386
3495.108032	-55.798157
3496.453857	-56.522770
3497.799683	-55.249172
3499.145508	-54.982285
3500.491333	-56.133686
3501.837158	-55.084255
3503.182983	-55.921829
3504.528809	-54.781155
3505.874634	-55.256859
3507.220459	-55.714096
3508.566284	-55.896286
3509.912109	-54.571278
3511.257935	-55.586506
3512.603760	-55.774349
3513.949585	-54.581940
3515.295410	-54.154922
3516.641235	-55.094116
3517.987061	-55.008419
3519.332886	-54.101574
3520.678711	-55.328632
3522.024536	-55.940807
3523.370361	-54.506290
3524.716187	-54.547882
3526.062012	-54.670921
3527.407837	-55.613117
3528.753662	-54.737122
3530.099487	-55.862793
3531.445312	-56.909740
3532.791138	-54.857944
3534.136963	-54.044621
3535.482788	-55.125126
3536.828613	-55.130016
3538.174438	-55.475273
3539.520264	-54.622025
3540.866089	-53.956257
3542.211914	-54.713242
3543.557739	-54.441067
3544.903564	-54.514664
3546.249390	-54.913910
3547.595215	-54.932049
3548.941040	-55.642521
3550.286865	-54.346569
3551.632690	-53.949802
3552.978516	-53.132996
3554.324341	-54.407101
3555.670166	-54.540844
3557.015991	-54.603344
3558.361816	-55.179260
3559.707642	-55.287640
3561.053467	-55.147243
3562.399292	-54.221466
3563.745117	-54.826210
3565.090942	-54.734619
3566.436768	-54.014477
3567.782593	-54.138176
3569.128418	-54.707653
3570.474243	-54.608391
3571.820068	-53.157475
3573.165894	-55.045708
3574.511719	-53.115303
3575.857544	-54.847897
3577.203369	-55.143093
3578.549194	-54.271572
3579.895020	-53.057327
3581.240845	-53.094204
3582.586670	-53.428593
3583.932495	-54.238159
3585.278320	-54.849514
3586.624146	-54.332821
3587.969971	-53.641811
3589.315796	-53.881557
3590.661621	-54.071175
3592.007446	-52.969505
3593.353271	-54.293903
3594.699097	-52.436127
3596.044922	-53.517143
3597.390747	-53.703892
3598.736572	-54.147202
3600.082397	-54.060837
3601.428223	-53.157978
3602.774048	-53.142334
3604.119873	-53.854698
3605.465698	-53.176609
3606.811523	-53.299507
3608.157349	-53.367867
3609.503174	-52.827251
3610.848999	-53.167534
3612.194824	-53.022926
3613.540649	-53.236603
3614.886475	-53.361736
3616.232300	-53.028709
3617.578125	-52.968910
3618.923950	-53.441292
3620.269775	-54.226280
3621.615601	-52.702106
3622.961426	-52.294930
3624.307251	-51.549595
3625.653076	-51.519390
3626.998901	-51.879692
3628.344727	-52.032921
3629.690552	-52.217583
3631.036377	-53.825382
3632.382202	-52.442425
3633.728027	-52.724163
3635.073853	-53.586796
3636.419678	-53.091377
3637.765503	-52.079811
3639.111328	-52.987186
3640.457153	-51.924732
3641.802979	-51.795731
3643.148804	-51.736507
3644.494629	-51.405743
3645.840454	-50.776573
3647.186279	-52.307030
3648.532104	-50.795158
3649.877930	-51.317242
3651.223755	-51.174904
3652.569580	-51.618221
3653.915405	-51.483177
3655.261230	-50.142410
3656.607056	-52.096630
3657.952881	-52.370461
3659.298706	-50.766167
3660.644531	-50.068710
3661.990356	-51.074474
3663.336182	-50.376232
3664.682007	-50.673035
3666.027832	-50.797382
3667.373657	-50.531574
3668.719482	-50.494961
3670.065308	-49.827431
3671.411133	-51.349373
3672.756958	-50.126133
3674.102783	-49.557766
3675.448608	-50.134918
3676.794434	-48.900902
3678.140259	-49.963280
3679.486084	-50.111797
3680.831909	-50.821671
3682.177734	-49.072998
3683.523560	-48.526463
3684.869385	-49.424591
3686.215210	-49.156208
3687.561035	-49.540588
3688.906860	-49.546913
3690.252686	-49.619366
3691.598511	-48.808151
3692.944336	-48.864513
3694.290161	-48.496246
3695.635986	-48.820969
3696.981812	-48.893051
3698.327637	-48.978851
3699.673462	-48.309139
3701.019287	-49.160961
3702.365112	-49.213322
3703.710938	-47.570404
3705.056763	-47.815048
3706.402588	-47.893364
3707.748413	-48.091770
3709.094238	-48.670162
3710.440063	-47.249519
3711.785889	-47.071728
3713.131714	-47.982216
3714.477539	-47.497437
3715.823364	-46.798264
3717.169189	-46.571472
3718.515015	-46.515591
3719.860840	-46.095104
3721.206665	-46.714634
3722.552490	-46.051109
3723.898315	-45.998840
3725.244141	-45.247952
3726.589966	-46.074368
3727.935791	-46.729759
3729.281616	-44.644699
3730.627441	-45.646130
3731.973267	-44.910030
3733.319092	-44.323872
3734.664917	-45.157879
3736.010742	-44.418911
3737.356567	-45.581863
3738.702393	-44.740974
3740.048218	-45.209579
3741.394043	-44.935692
3742.739868	-44.052738
3744.085693	-43.513275
3745.431519	-43.639580
3746.777344	-43.755779
3748.123169	-44.396393
3749.468994	-42.744606
3750.814819	-42.993645
3752.160645	-42.742107
3753.506470	-43.852749
3754.852295	-42.016457
3756.198120	-43.007298
3757.543945	-42.681740
3758.889771	-41.807320
3760.235596	-42.744225
3761.581421	-42.885399
3762.927246	-41.882854
3764.273071	-43.429359
3765.618896	-43.297321
3766.964722	-43.422783
3768.310547	-42.036396
3769.656372	-42.501553
3771.002197	-42.857964
3772.348022	-41.103584
3773.693848	-41.554470
3775.039673	-41.720177
3776.385498	-42.291771
3777.731323	-42.744053
3779.077148	-43.621933
3780.422974	-41.516956
3781.768799	-41.254410
3783.114624	-40.478745
3784.460449	-41.082512
3785.806274	-42.954716
3787.152100	-42.246544
3788.497925	-41.744858
3789.843750	-42.244320
3791.189575	-42.791744
3792.535400	-41.866798
3793.881226	-41.466045
3795.227051	-43.153912
3796.572876	-41.708626
3797.918701	-43.871353
3799.264526	-42.744667
3800.610352	-42.083622
3801.956177	-41.931049
3803.302002	-42.900436
3804.647827	-42.553410
3805.993652	-42.746700
3807.339478	-42.860977
3808.685303	-43.254051
3810.031128	-43.403015
3811.376953	-43.696407
3812.722778	-43.898079
3814.068604	-43.118240
3815.414429	-44.918713
3816.760254	-44.005402
3818.106079	-44.274548
3819.451904	-43.872383
3820.797729	-44.624477
3822.143555	-44.498108
3823.489380	-44.677467
3824.835205	-44.837807
3826.181030	-45.569401
3827.526855	-45.492138
3828.872681	-45.997238
3830.218506	-46.349709
3831.564331	-45.510044
3832.910156	-46.459927
3834.255981	-46.206692
3835.601807	-47.137886
3836.947632	-46.902042
3838.293457	-46.707901
3839.639282	-46.126041
3840.985107	-46.695614
3842.330933	-47.199368
3843.676758	-47.779350
3845.022583	-47.666599
3846.368408	-46.530937
3847.714233	-47.140533
3849.060059	-47.815323
3850.405884	-47.135014
3851.751709	-47.172478
3853.097534	-47.936245
3854.443359	-49.267689
3855.789185	-48.110958
3857.135010	-48.601204
3858.480835	-49.401825
3859.826660	-48.748241
3861.172485	-48.280640
3862.518311	-48.890556
3863.864136	-50.363537
3865.209961	-49.611107
3866.555786	-48.837639
3867.901611	-48.727951
3869.247437	-48.734898
3870.593262	-49.632896
3871.939087	-49.698246
3873.284912	-49.752266
3874.630737	-49.728737
3875.976562	-50.488411
3877.322388	-49.431099
3878.668213	-49.567944
3880.014038	-49.924229
3881.359863	-48.835819
3882.705688	-49.440968
3884.051514	-49.579597
3885.397339	-49.692047
3886.743164	-49.770557
3888.088989	-50.881752
3889.434814	-50.256134
3890.780640	-49.339317
3892.126465	-50.071766
3893.472290	-50.365524
3894.818115	-49.568089
3896.163940	-51.361485
3897.509766	-51.003098
3898.855591	-50.936813
3900.201416	-51.338528
3901.547241	-50.580933
3902.893066	-51.095924
3904.238892	-50.779613
3905.584717	-51.501545
3906.930542	-51.763012
3908.276367	-51.821049
3909.622192	-51.705788
3910.968018	-52.591801
3912.313843	-51.840885
3913.659668	-51.634262
3915.005493	-51.928062
3916.351318	-51.187096
3917.697144	-51.176495
3919.042969	-51.469673
3920.388794	-52.164509
3921.734619	-51.529655
3923.080444	-52.482414
3924.426270	-52.323372
3925.772095	-51.643803
3927.117920	-51.865482
3928.463745	-51.621876
3929.809570	-53.418480
3931.155396	-52.919434
3932.501221	-52.382919
3933.847046	-53.349480
3935.192871	-51.931072
3936.538696	-51.762817
3937.884521	-54.075752
3939.230347	-53.528679
3940.576172	-53.086590
3941.921997	-52.766548
3943.267822	-53.146439
3944.613647	-53.998604
3945.959473	-53.088032
3947.305298	-52.193375
3948.651123	-52.936661
3949.996948	-53.880039
3951.342773	-53.314747
3952.688599	-52.125481
3954.034424	-52.814610
3955.380249	-53.443592
3956.726074	-53.194626
3958.071899	-54.058571
3959.417725	-53.271599
3960.763550	-53.067257
3962.109375	-54.290600
3963.455200	-54.074635
3964.801025	-54.140621
3966.146851	-53.367168
3967.492676	-53.182404
3968.838501	-54.841316
3970.184326	-54.144417
3971.530151	-53.006218
3972.875977	-52.824749
3974.221802	-53.621174
3975.567627	-54.487202
3976.913452	-54.813255
3978.259277	-54.226341
3979.605103	-54.140598
3980.950928	-54.144344
3982.296753	-54.123802
3983.642578	-54.558350
3984.988403	-54.668049
3986.334229	-53.755836
3987.680054	-54.179966
3989.025879	-54.203926
3990.371704	-55.448895
3991.717529	-54.378117
3993.063354	-54.704178
3994.409180	-53.958878
3995.755005	-53.699924
3997.100830	-53.798775
3998.446655	-54.473709
3999.792480	-54.713223
4001.138306	-54.383114
4002.484131	-55.230965
4003.829956	-54.785831
4005.175781	-55.203255
4006.521606	-54.578548
4007.867432	-53.937546
4009.213257	-55.443447
4010.559082	-56.436100
4011.904907	-54.791756
4013.250732	-54.709461
4014.596558	-55.661446
4015.942383	-54.825279
4017.288208	-55.636574
4018.634033	-56.808853
4019.979858	-55.289711
4021.325684	-54.683182
4022.671509	-55.261787
4024.017334	-54.741695
4025.363159	-54.905544
4026.708984	-54.964149
4028.054810	-56.318634
4029.400635	-55.918236
4030.746460	-54.773602
4032.092285	-54.861675
4033.438110	-54.710274
4034.783936	-56.288689
4036.129761	-56.247070
4037.475586	-55.950420
4038.821411	-55.530842
4040.167236	-57.055592
4041.513062	-56.255081
4042.858887	-56.328697
4044.204712	-55.190945
4045.550537	-55.594212
4046.896362	-55.599434
4048.242188	-54.642349
4049.588013	-55.879398
4050.933838	-54.662872
4052.279663	-55.898769
4053.625488	-55.143990
4054.971313	-55.479839
4056.317139	-54.142666
4057.662964	-54.841896
4059.008789	-56.045166
4060.354614	-55.028465
4061.700439	-56.058624
4063.046265	-56.621010
4064.392090	-55.787323
4065.737915	-55.922874
4067.083740	-54.896011
4068.429565	-55.717583
4069.775391	-55.323593
4071.121216	-54.958969
4072.467041	-55.509556
4073.812866	-55.246834
4075.158691	-56.172264
4076.504517	-55.958847
4077.850342	-55.621449
4079.196167	-56.852505
4080.541992	-55.444309
4081.887817	-55.120899
4083.233643	-55.696079
4084.579468	-55.410435
4085.925293	-55.468040
4087.271118	-56.044548
4088.616943	-55.805973
4089.962769	-56.015087
4091.308594	-55.819347
4092.654419	-56.832661
4094.000244	-56.956501
4095.346069	-55.478397
4096.691895	-55.453827
4098.037720	-56.107655
4099.383545	-57.077141
4100.729370	-55.261768
4102.075195	-55.618698
4103.421021	-56.379440
4104.766846	-56.298008
4106.112671	-56.339993
4107.458496	-56.295853
4108.804321	-55.598881
4110.150146	-55.769371
4111.495972	-55.551514
4112.841797	-56.756840
4114.187622	-55.813660
4115.533447	-56.367458
4116.879272	-55.668976
4118.225098	-56.221302
4119.570923	-55.429012
4120.916748	-56.329918
4122.262573	-57.040707
4123.608398	-55.008427
4124.954224	-55.198639
4126.300049	-55.631107
4127.645874	-56.234543
4128.991699	-56.699314
4130.337524	-55.570606
4131.683350	-55.807720
4133.029175	-55.653259
4134.375000	-55.811882
4135.720825	-55.633663
4137.066650	-55.705593
4138.412476	-56.538170
4139.758301	-55.166134
4141.104126	-56.090134
4142.449951	-55.396599
4143.795776	-54.098316
4145.141602	-55.626919
4146.487427	-55.427540
4147.833252	-55.507523
4149.179077	-55.019489
4150.524902	-55.120945
4151.870728	-55.560860
4153.216553	-54.994732
4154.562378	-55.799709
4155.908203	-55.712116
4157.254028	-55.660583
4158.599854	-55.513218
4159.945679	-54.892590
4161.291504	-55.338520
4162.637329	-55.681976
4163.983154	-55.418522
4165.328979	-55.982319
4166.674805	-55.506306
4168.020630	-55.145340
4169.366455	-55.544670
4170.712280	-54.967621
4172.058105	-55.607800
4173.403931	-54.099865
4174.749756	-55.346325
4176.095581	-55.180508
4177.441406	-55.400341
4178.787231	-55.337944
4180.133057	-55.428364
4181.478882	-54.916912
4182.824707	-54.315208
4184.170532	-54.317940
4185.516357	-54.430744
4186.862183	-54.454422
4188.208008	-55.491821
4189.553833	-54.305775
4190.899658	-53.663151
4192.245483	-53.859909
4193.591309	-53.511665
4194.937134	-54.646912
4196.282959	-54.821510
4197.628784	-54.966057
4198.974609	-54.500202
4200.320435	-53.874813
4201.666260	-54.030499
4203.012085	-53.389801
4204.357910	-54.293156
4205.703735	-54.609985
4207.049561	-55.091961
4208.395386	-54.293667
4209.741211	-53.299393
4211.087036	-54.371021
4212.432861	-53.444069
4213.778687	-52.628269
4215.124512	-53.311256
4216.470337	-54.545147
4217.816162	-54.140060
4219.161987	-53.274765
4220.507812	-52.740681
4221.853638	-53.103115
4223.199463	-52.731266
4224.545288	-52.979515
4225.891113	-53.547211
4227.236938	-52.513554
4228.582764	-53.070065
4229.928589	-53.915134
4231.274414	-53.779293
4232.620239	-52.618534
4233.966064	-52.143539
4235.311890	-52.473740
4236.657715	-51.900383
4238.003540	-53.122089
4239.349365	-51.708794
4240.695190	-52.076706
4242.041016	-52.858833
4243.386841	-52.433262
4244.732666	-50.869247
4246.078491	-52.076653
4247.424316	-51.923168
4248.770142	-50.510525
4250.115967	-52.768219
4251.461792	-51.760799
4252.807617	-51.163200
4254.153442	-51.951595
4255.499268	-52.603825
4256.845093	-51.882053
4258.190918	-51.225334
4259.536743	-50.918041
4260.882568	-50.144001
4262.228394	-50.613724
4263.574219	-51.276279
4264.920044	-50.974262
4266.265869	-50.566273
4267.611694	-51.312355
4268.957520	-50.713692
4270.303345	-49.272831
4271.649170	-49.634052
4272.994995	-49.586357
4274.340820	-49.440792
4275.686646	-49.376556
4277.032471	-48.993488
4278.378296	-49.208607
4279.724121	-49.412823
4281.069946	-49.098083
4282.415771	-48.671227
4283.761597	-49.061100
4285.107422	-49.711143
